simulation,sparsity,h0,h1,h2,avg_h0,avg_h1,avg_h2,var_h0,var_h1,var_h2
0,0.1,9.0,3.0,0.0,36.22222222222222,3.6666666666666665,,261.2839506172839,6.222222222222222,
1,0.1,9.0,2.0,0.0,35.666666666666664,4.0,,89.11111111111111,4.0,
2,0.1,9.0,2.0,0.0,46.22222222222222,5.5,,263.72839506172835,12.25,
3,0.1,9.0,3.0,0.0,39.77777777777778,5.666666666666667,,126.17283950617282,20.222222222222225,
4,0.1,9.0,2.0,0.0,42.0,4.0,,90.22222222222223,4.0,
5,0.1,9.0,2.0,0.0,40.888888888888886,3.5,,218.320987654321,2.25,
6,0.1,9.0,3.0,0.0,44.55555555555556,4.333333333333333,,36.24691358024691,11.555555555555557,
7,0.1,8.0,0.0,0.0,34.0,,,85.75,,
8,0.1,8.0,1.0,0.0,37.125,4.0,,42.359375,0.0,
9,0.1,9.0,3.0,0.0,46.44444444444444,3.6666666666666665,,80.02469135802468,14.222222222222223,
10,0.1,8.0,1.0,0.0,40.25,1.0,,219.6875,0.0,
11,0.1,9.0,2.0,0.0,44.77777777777778,3.5,,49.72839506172839,6.25,
12,0.1,9.0,3.0,0.0,45.22222222222222,1.3333333333333333,,165.28395061728395,0.2222222222222222,
13,0.1,9.0,3.0,0.0,43.0,4.333333333333333,,197.33333333333334,4.222222222222222,
14,0.1,9.0,2.0,0.0,37.55555555555556,3.5,,109.1358024691358,2.25,
15,0.1,8.0,1.0,0.0,38.125,1.0,,78.109375,0.0,
16,0.1,8.0,0.0,0.0,41.5,,,70.5,,
17,0.1,9.0,2.0,0.0,47.888888888888886,4.0,,46.320987654320994,1.0,
18,0.1,9.0,1.0,0.0,38.44444444444444,6.0,,94.24691358024691,0.0,
19,0.1,8.0,1.0,1.0,47.0,6.0,3.0,170.25,0.0,0.0
20,0.1,9.0,2.0,0.0,48.55555555555556,4.5,,68.91358024691357,6.25,
21,0.1,9.0,0.0,0.0,35.55555555555556,,,79.58024691358024,,
22,0.1,9.0,2.0,0.0,43.77777777777778,5.0,,57.28395061728396,1.0,
23,0.1,9.0,3.0,1.0,43.111111111111114,3.3333333333333335,4.0,104.54320987654323,3.555555555555556,0.0
24,0.1,9.0,1.0,0.0,36.111111111111114,6.0,,207.87654320987653,0.0,
25,0.1,9.0,1.0,0.0,34.77777777777778,3.0,,59.061728395061714,0.0,
26,0.1,9.0,1.0,0.0,40.0,4.0,,235.55555555555554,0.0,
27,0.1,9.0,2.0,0.0,40.666666666666664,2.5,,56.44444444444444,2.25,
28,0.1,9.0,3.0,0.0,48.333333333333336,3.6666666666666665,,60.44444444444444,6.222222222222222,
29,0.1,9.0,1.0,0.0,29.0,1.0,,164.88888888888889,0.0,
30,0.1,8.0,1.0,0.0,38.625,3.0,,246.734375,0.0,
31,0.1,8.0,2.0,0.0,30.125,4.5,,179.359375,0.25,
32,0.1,9.0,1.0,0.0,36.333333333333336,4.0,,169.33333333333334,0.0,
33,0.1,9.0,3.0,1.0,47.22222222222222,4.666666666666667,2.0,81.28395061728395,10.888888888888888,0.0
34,0.1,9.0,0.0,0.0,42.333333333333336,,,144.88888888888889,,
35,0.1,9.0,2.0,0.0,42.333333333333336,7.0,,85.33333333333333,1.0,
36,0.1,8.0,0.0,0.0,35.75,,,153.6875,,
37,0.1,9.0,2.0,0.0,43.55555555555556,6.5,,55.358024691358025,6.25,
38,0.1,9.0,4.0,0.0,37.666666666666664,2.5,,46.666666666666664,2.25,
39,0.1,9.0,1.0,0.0,41.111111111111114,9.0,,13.209876543209877,0.0,
40,0.1,9.0,1.0,0.0,32.44444444444444,3.0,,157.58024691358025,0.0,
41,0.1,8.0,1.0,0.0,33.375,1.0,,143.734375,0.0,
42,0.1,9.0,2.0,1.0,37.22222222222222,7.0,4.0,62.839506172839506,1.0,0.0
43,0.1,9.0,2.0,0.0,45.44444444444444,2.5,,74.0246913580247,2.25,
44,0.1,9.0,1.0,0.0,40.888888888888886,9.0,,51.876543209876544,0.0,
