simulation,variance,h0,h1,h2,avg_h0,avg_h1,avg_h2,var_h0,var_h1,var_h2
0,0.0,62.0,10.0,2.0,12.887096774193548,3.4,1.5,182.77757544224764,12.24,0.25
1,0.0,61.0,16.0,8.0,14.967213114754099,6.3125,2.125,142.8185971513034,17.71484375,1.109375
2,0.0,71.0,11.0,3.0,10.366197183098592,6.0,2.6666666666666665,102.85181511604841,21.818181818181817,0.22222222222222224
3,0.0,67.0,13.0,3.0,13.194029850746269,7.538461538461538,2.0,169.32056137224325,36.556213017751475,0.6666666666666666
4,0.0,71.0,12.0,2.0,12.661971830985916,8.75,4.5,125.09700456258679,27.354166666666668,2.25
5,0.0,66.0,20.0,4.0,14.56060606060606,5.25,3.0,145.57966023875116,11.5875,2.5
6,0.0,71.0,20.0,3.0,12.873239436619718,5.05,3.6666666666666665,111.57548105534616,20.547499999999996,2.8888888888888893
7,0.0,65.0,18.0,9.0,14.569230769230769,6.666666666666667,3.4444444444444446,177.50674556213016,29.22222222222222,1.8024691358024691
8,0.0,60.0,14.0,6.0,19.0,7.428571428571429,2.8333333333333335,190.13333333333333,17.387755102040817,4.472222222222221
9,0.0,67.0,18.0,4.0,13.343283582089553,6.944444444444445,4.5,177.30006683002895,29.163580246913575,2.25
10,0.0,73.0,14.0,4.0,11.95890410958904,4.857142857142857,2.0,157.02570838806528,16.40816326530612,1.5
11,0.0,73.0,11.0,1.0,9.219178082191782,3.727272727272727,2.0,141.32182398198537,10.016528925619836,0.0
12,0.0,73.0,15.0,3.0,12.383561643835616,5.933333333333334,2.0,163.9350722462,20.72888888888889,0.0
13,0.0,73.0,14.0,4.0,13.10958904109589,5.928571428571429,3.25,113.49483955714018,29.494897959183668,5.1875
14,0.0,61.0,16.0,2.0,16.278688524590162,6.75,4.0,140.0042999193765,33.4375,1.0
15,0.0,64.0,11.0,0.0,12.78125,6.181818181818182,,137.2646484375,43.60330578512397,
16,0.0,68.0,21.0,6.0,14.014705882352942,4.666666666666667,2.8333333333333335,155.19096020761245,15.079365079365076,3.472222222222222
17,0.0,76.0,13.0,0.0,10.93421052631579,6.230769230769231,,111.193040166205,10.023668639053255,
