simulation,sparsity,h0,h1,h2,avg_h0,avg_h1,avg_h2,var_h0,var_h1,var_h2
0,0.1,9.0,2.0,0.0,41.888888888888886,3.5,,153.43209876543207,0.25,
1,0.1,8.0,1.0,0.0,40.125,6.0,,79.859375,0.0,
2,0.1,9.0,1.0,0.0,34.111111111111114,3.0,,330.7654320987655,0.0,
3,0.1,9.0,1.0,0.0,33.22222222222222,7.0,,312.1728395061728,0.0,
4,0.1,9.0,1.0,0.0,30.11111111111111,1.0,,148.320987654321,0.0,
5,0.1,9.0,2.0,0.0,33.333333333333336,6.5,,301.1111111111111,12.25,
6,0.1,8.0,1.0,0.0,43.25,2.0,,111.4375,0.0,
7,0.1,9.0,1.0,0.0,43.44444444444444,4.0,,89.35802469135803,0.0,
8,0.1,9.0,2.0,0.0,31.22222222222222,3.0,,190.61728395061724,1.0,
9,0.1,9.0,1.0,0.0,31.666666666666668,1.0,,146.44444444444446,0.0,
10,0.1,9.0,2.0,0.0,46.666666666666664,4.0,,85.11111111111111,9.0,
11,0.1,9.0,2.0,0.0,40.77777777777778,2.5,,37.72839506172839,0.25,
12,0.1,9.0,2.0,0.0,30.88888888888889,1.5,,64.32098765432097,0.25,
13,0.1,9.0,1.0,0.0,30.22222222222222,4.0,,107.06172839506172,0.0,
14,0.1,9.0,2.0,0.0,39.666666666666664,3.5,,166.66666666666666,6.25,
15,0.1,8.0,1.0,1.0,48.125,4.0,5.0,366.359375,0.0,0.0
16,0.1,8.0,2.0,0.0,50.25,2.0,,32.9375,1.0,
17,0.1,9.0,1.0,0.0,35.77777777777778,12.0,,300.8395061728395,0.0,
18,0.1,9.0,3.0,0.0,43.888888888888886,4.0,,111.65432098765432,2.0,
19,0.1,9.0,1.0,0.0,35.77777777777778,3.0,,161.50617283950618,0.0,
20,0.1,7.0,1.0,0.0,44.285714285714285,4.0,,254.20408163265304,0.0,
21,0.1,9.0,3.0,0.0,44.666666666666664,7.666666666666667,,107.77777777777777,20.222222222222225,
22,0.1,9.0,1.0,0.0,35.888888888888886,3.0,,225.65432098765433,0.0,
23,0.1,9.0,0.0,0.0,26.22222222222222,,,262.17283950617286,,
24,0.1,9.0,2.0,0.0,43.44444444444444,2.0,,56.913580246913575,0.0,
25,0.1,9.0,0.0,0.0,36.0,,,211.55555555555554,,
26,0.1,8.0,0.0,0.0,43.0,,,178.0,,
27,0.1,8.0,0.0,0.0,40.625,,,131.234375,,
28,0.1,9.0,2.0,0.0,43.22222222222222,7.5,,33.06172839506173,0.25,
29,0.1,9.0,3.0,0.0,37.888888888888886,5.666666666666667,,174.98765432098764,10.888888888888888,
30,0.1,8.0,1.0,0.0,37.5,2.0,,256.25,0.0,
31,0.1,9.0,1.0,0.0,34.888888888888886,6.0,,62.32098765432099,0.0,
32,0.1,9.0,2.0,0.0,47.22222222222222,2.5,,136.39506172839506,2.25,
33,0.1,9.0,2.0,0.0,33.333333333333336,3.5,,153.55555555555554,6.25,
34,0.1,9.0,2.0,0.0,42.111111111111114,5.5,,441.6543209876543,12.25,
35,0.1,8.0,1.0,0.0,31.75,2.0,,68.9375,0.0,
36,0.1,9.0,4.0,1.0,42.22222222222222,6.0,4.0,103.06172839506173,8.5,0.0
37,0.1,9.0,0.0,0.0,42.666666666666664,,,424.66666666666674,,
38,0.1,9.0,1.0,0.0,46.0,1.0,,284.44444444444446,0.0,
39,0.1,9.0,1.0,0.0,23.333333333333332,5.0,,227.11111111111111,0.0,
40,0.1,8.0,1.0,0.0,36.5,7.0,,228.75,0.0,
41,0.1,7.0,0.0,0.0,39.142857142857146,,,375.265306122449,,
42,0.1,8.0,1.0,0.0,47.875,2.0,,403.609375,0.0,
43,0.1,8.0,0.0,0.0,26.0,,,77.75,,
44,0.1,9.0,0.0,0.0,31.77777777777778,,,207.50617283950612,,
45,0.1,9.0,0.0,0.0,40.888888888888886,,,302.32098765432096,,
46,0.1,9.0,2.0,0.0,26.88888888888889,4.5,,198.76543209876544,0.25,
47,0.1,9.0,1.0,0.0,30.11111111111111,3.0,,113.65432098765433,0.0,
48,0.1,8.0,1.0,0.0,37.625,2.0,,89.234375,0.0,
49,0.1,9.0,3.0,0.0,41.55555555555556,4.333333333333333,,262.69135802469134,4.222222222222222,
0,0.2,16.0,3.0,0.0,38.4375,3.0,,192.37109375,0.6666666666666666,
1,0.2,17.0,3.0,0.0,27.470588235294116,4.666666666666667,,364.48442906574394,0.888888888888889,
2,0.2,17.0,4.0,0.0,27.941176470588236,3.5,,170.05536332179932,4.75,
3,0.2,18.0,6.0,1.0,33.94444444444444,3.1666666666666665,5.0,194.05246913580245,9.805555555555557,0.0
4,0.2,18.0,3.0,1.0,32.5,9.666666666666666,1.0,120.25,6.888888888888888,0.0
5,0.2,19.0,5.0,1.0,25.42105263157895,6.4,4.0,115.82271468144044,2.2399999999999998,0.0
6,0.2,19.0,3.0,0.0,24.68421052631579,3.6666666666666665,,173.79501385041553,0.8888888888888888,
7,0.2,17.0,4.0,0.0,36.88235294117647,5.0,,322.8096885813149,14.0,
8,0.2,18.0,4.0,0.0,28.555555555555557,4.5,,95.69135802469135,15.25,
9,0.2,17.0,4.0,0.0,24.941176470588236,3.75,,232.87889273356402,4.6875,
10,0.2,16.0,6.0,1.0,31.5625,4.0,4.0,183.62109375,6.666666666666667,0.0
11,0.2,17.0,4.0,0.0,28.470588235294116,6.0,,189.77854671280278,5.5,
12,0.2,19.0,2.0,0.0,23.263157894736842,5.0,,126.29916897506925,16.0,
13,0.2,16.0,4.0,0.0,28.625,4.5,,147.484375,6.75,
14,0.2,17.0,5.0,0.0,29.176470588235293,3.2,,320.6159169550173,7.359999999999999,
15,0.2,16.0,2.0,0.0,31.125,11.0,,252.234375,0.0,
16,0.2,19.0,3.0,0.0,30.57894736842105,5.666666666666667,,232.0332409972299,6.222222222222221,
17,0.2,19.0,8.0,2.0,30.0,7.75,4.0,224.21052631578948,18.4375,1.0
18,0.2,17.0,6.0,1.0,35.294117647058826,6.333333333333333,3.0,107.73702422145328,7.222222222222224,0.0
19,0.2,17.0,5.0,0.0,25.235294117647058,7.6,,127.9446366782007,27.040000000000003,
20,0.2,19.0,5.0,1.0,29.842105263157894,5.0,2.0,163.81717451523545,9.6,0.0
21,0.2,18.0,2.0,0.0,28.5,3.5,,291.47222222222223,6.25,
22,0.2,17.0,5.0,2.0,31.764705882352942,7.8,2.0,182.2975778546713,27.759999999999998,1.0
23,0.2,18.0,2.0,0.0,24.72222222222222,2.5,,248.53395061728395,0.25,
24,0.2,16.0,3.0,1.0,31.5625,4.0,2.0,203.37109375,6.0,0.0
25,0.2,18.0,4.0,0.0,31.555555555555557,10.25,,167.35802469135805,33.1875,
26,0.2,16.0,5.0,0.0,36.75,7.4,,178.8125,19.84,
27,0.2,17.0,4.0,1.0,25.529411764705884,2.75,3.0,180.48442906574394,3.1875,0.0
28,0.2,18.0,6.0,0.0,32.388888888888886,5.333333333333333,,113.01543209876546,14.222222222222221,
29,0.2,18.0,7.0,1.0,38.72222222222222,7.428571428571429,3.0,167.42283950617283,29.95918367346939,0.0
