simulation,variance,h0,h1,h2,avg_h0,avg_h1,avg_h2,var_h0,var_h1,var_h2
0,0.0,73.0,35.0,10.0,21.08219178082192,4.3428571428571425,2.4,119.08913492212423,14.62530612244898,1.8399999999999999
1,0.0,75.0,33.0,16.0,20.453333333333333,5.454545454545454,1.75,173.44782222222221,14.611570247933884,0.9375
2,0.0,76.0,41.0,17.0,22.486842105263158,4.560975609756097,1.8823529411764706,149.1445637119114,14.734086853063653,1.8685121107266434
3,0.0,79.0,38.0,21.0,22.227848101265824,5.2894736842105265,2.5238095238095237,152.04935106553438,16.468836565096957,3.487528344671202
4,0.0,87.0,42.0,13.0,20.333333333333332,4.5,2.076923076923077,112.77394636015329,17.583333333333332,1.6094674556213016
5,0.0,82.0,43.0,18.0,21.817073170731707,3.953488372093023,2.4444444444444446,148.10068411659728,6.509464575446186,2.358024691358024
6,0.0,78.0,37.0,21.0,23.21794871794872,4.891891891891892,2.2857142857142856,118.93967784352401,13.177501826150472,2.489795918367347
7,0.0,82.0,46.0,27.0,25.085365853658537,5.434782608695652,2.1481481481481484,107.66344437834623,13.289224952741018,1.1632373113854595
8,0.0,75.0,34.0,16.0,19.88,5.0,1.625,114.15893333333334,10.058823529411764,0.734375
9,0.0,79.0,58.0,24.0,24.443037974683545,4.775862068965517,2.2916666666666665,112.8796667200769,14.001486325802617,0.7899305555555555
10,0.0,83.0,42.0,21.0,19.759036144578314,4.619047619047619,1.9523809523809523,101.43591232399474,11.569160997732425,1.8548752834467115
11,0.0,83.0,36.0,9.0,19.6144578313253,4.083333333333333,2.0,127.00798374219768,12.24305555555556,0.4444444444444444
12,0.0,76.0,52.0,22.0,22.855263157894736,4.480769230769231,2.0454545454545454,148.67641966759,10.403476331360945,1.4070247933884295
13,0.0,75.0,34.0,6.0,20.04,3.4411764705882355,1.6666666666666667,114.78506666666665,6.423010380622838,1.222222222222222
14,0.0,78.0,39.0,19.0,21.525641025641026,4.794871794871795,2.3157894736842106,134.01857330703484,8.778435239973701,2.8476454293628812
15,0.0,80.0,40.0,10.0,21.1625,3.95,1.6,91.58609375,7.7475,0.8399999999999999
16,0.0,83.0,40.0,21.0,23.180722891566266,5.425,2.142857142857143,158.82276092321092,15.044374999999999,1.5510204081632655
17,0.0,79.0,40.0,23.0,20.70886075949367,4.425,1.6956521739130435,126.9658708540298,5.244375,0.7334593572778828
18,0.0,81.0,40.0,13.0,19.962962962962962,4.425,2.230769230769231,124.72702331961591,10.944375,2.485207100591716
19,0.0,78.0,38.0,15.0,17.96153846153846,3.9473684210526314,2.4,133.03698224852073,8.681440443213296,4.106666666666666
20,0.0,83.0,31.0,16.0,22.10843373493976,4.32258064516129,2.125,94.02438670344027,5.573361082206036,1.234375
21,0.0,79.0,43.0,14.0,19.265822784810126,4.069767441860465,3.642857142857143,97.33440153821503,12.4835045970795,7.5153061224489806
22,0.0,79.0,46.0,17.0,26.531645569620252,4.804347826086956,2.6470588235294117,182.35026438070824,14.026937618147443,1.9930795847750866
23,0.0,79.0,44.0,12.0,22.860759493670887,4.909090909090909,2.25,112.67681461304275,9.082644628099171,1.3541666666666667
24,0.0,79.0,66.0,35.0,25.227848101265824,4.151515151515151,1.9142857142857144,98.73289536933183,10.461891643709826,1.39265306122449
25,0.0,85.0,32.0,13.0,18.564705882352943,4.15625,1.5384615384615385,123.86934256055365,11.4443359375,0.7100591715976332
26,0.0,83.0,54.0,36.0,24.373493975903614,5.333333333333333,2.1944444444444446,96.16170706924082,13.40740740740741,1.9344135802469136
27,0.0,82.0,36.0,10.0,20.98780487804878,4.0,1.6,136.67058298631767,11.833333333333334,0.8400000000000001
28,0.0,83.0,42.0,20.0,20.325301204819276,4.309523809523809,1.8,136.0749020177094,11.499433106575964,0.8600000000000001
29,0.0,81.0,55.0,22.0,22.864197530864196,4.5636363636363635,2.4545454545454546,128.98155768937661,13.336859504132233,1.7933884297520661
30,0.0,79.0,41.0,21.0,22.481012658227847,5.2926829268292686,2.142857142857143,154.0217913795867,14.98750743604997,2.0272108843537415
31,0.0,80.0,42.0,15.0,22.8125,4.976190476190476,3.1333333333333333,147.62734375,14.261337868480727,3.8488888888888884
32,0.0,80.0,52.0,15.0,25.5875,5.961538461538462,2.3333333333333335,125.66734375000001,18.7292899408284,2.222222222222222
33,0.0,81.0,36.0,12.0,18.246913580246915,4.722222222222222,2.1666666666666665,119.34644109129705,12.033950617283955,0.6388888888888888
34,0.0,77.0,41.0,22.0,22.142857142857142,4.902439024390244,2.090909090909091,104.84972170686457,11.014872099940511,1.3553719008264464
35,0.0,74.0,49.0,26.0,25.824324324324323,5.959183673469388,3.269230769230769,132.95562454346236,21.630987088713038,5.504437869822485
36,0.0,77.0,41.0,14.0,20.025974025974026,4.365853658536586,1.7142857142857142,130.1291954798448,10.76859012492564,0.489795918367347
37,0.0,82.0,40.0,15.0,20.9390243902439,4.25,2.2,103.56945270672219,9.2875,2.693333333333334
38,0.0,86.0,41.0,19.0,21.325581395348838,3.8780487804878048,3.0,131.14981070849106,8.594883997620466,3.5789473684210527
39,0.0,78.0,34.0,12.0,22.23076923076923,5.911764705882353,2.0833333333333335,165.17751479289942,12.96280276816609,1.7430555555555554
40,0.0,77.0,42.0,17.0,23.350649350649352,5.5476190476190474,2.0,148.12379827964241,16.009637188208618,1.1764705882352942
41,0.0,80.0,36.0,9.0,18.85,4.666666666666667,1.8888888888888888,127.32749999999999,13.666666666666664,1.6543209876543208
42,0.0,77.0,48.0,27.0,26.025974025974026,4.854166666666667,2.2962962962962963,176.31101366166303,12.749565972222221,2.7270233196159124
