simulation,variance,h0,h1,h2,avg_h0,avg_h1,avg_h2,var_h0,var_h1,var_h2
0,0.0,53.0,3.0,0.0,9.0,6.666666666666667,,230.79245283018867,24.222222222222218,
1,0.0,59.0,1.0,1.0,8.186440677966102,10.0,5.0,231.7787991956334,0.0,0.0
2,0.0,54.0,4.0,0.0,9.333333333333334,3.5,,221.81481481481478,7.25,
3,0.0,60.0,2.0,0.0,8.316666666666666,10.0,,211.48305555555555,64.0,
4,0.0,63.0,1.0,0.0,7.444444444444445,14.0,,135.13580246913583,0.0,
5,0.0,63.0,2.0,0.0,7.174603174603175,2.0,,147.0964978584026,1.0,
6,0.0,64.0,0.0,0.0,6.890625,,,126.753662109375,,
7,0.0,53.0,1.0,0.0,8.169811320754716,1.0,,173.310786756853,0.0,
8,0.0,65.0,1.0,0.0,6.984615384615385,5.0,,125.09207100591716,0.0,
9,0.0,55.0,1.0,0.0,7.8,3.0,,290.0145454545455,0.0,
10,0.0,61.0,0.0,0.0,6.754098360655738,,,137.1362536952432,,
11,0.0,59.0,2.0,1.0,9.084745762711865,6.5,4.0,177.5012927319736,0.25,0.0
12,0.0,56.0,1.0,0.0,8.214285714285714,3.0,,173.8112244897959,0.0,
13,0.0,61.0,4.0,0.0,8.557377049180328,7.5,,144.01719967750606,14.75,
14,0.0,58.0,1.0,0.0,8.706896551724139,34.0,,234.44857312722948,0.0,
15,0.0,63.0,2.0,0.0,7.253968253968254,11.0,,188.602166792643,49.0,
16,0.0,61.0,0.0,0.0,6.836065573770492,,,126.85837140553616,,
17,0.0,56.0,4.0,0.0,9.089285714285714,11.5,,201.40274234693877,82.25,
18,0.0,67.0,2.0,0.0,6.731343283582089,6.0,,155.0621519269325,16.0,
19,0.0,58.0,4.0,0.0,9.258620689655173,12.5,,152.46759809750296,112.25,
20,0.0,56.0,2.0,0.0,8.267857142857142,3.5,,127.48182397959184,2.25,
21,0.0,67.0,2.0,0.0,7.6716417910447765,7.5,,214.81755402094007,20.25,
22,0.0,59.0,0.0,0.0,7.508474576271187,,,166.1482332663028,,
23,0.0,57.0,0.0,0.0,7.175438596491228,,,301.232379193598,,
24,0.0,73.0,1.0,0.0,6.2465753424657535,13.0,,76.24057046350161,0.0,
25,0.0,54.0,4.0,0.0,10.018518518518519,11.0,,225.24039780521264,23.5,
26,0.0,59.0,2.0,0.0,7.88135593220339,3.5,,159.7655846021258,6.25,
27,0.0,52.0,2.0,0.0,8.75,3.5,,224.76442307692307,0.25,
28,0.0,62.0,3.0,0.0,8.919354838709678,5.0,,174.68704474505722,24.666666666666668,
29,0.0,62.0,3.0,0.0,7.693548387096774,4.0,,188.69640998959414,0.6666666666666666,
30,0.0,62.0,3.0,1.0,7.82258064516129,14.666666666666666,1.0,174.82336108220602,104.22222222222221,0.0
31,0.0,60.0,2.0,0.0,7.383333333333334,7.5,,233.13638888888883,42.25,
32,0.0,67.0,7.0,1.0,9.08955223880597,4.428571428571429,2.0,120.14123412786813,9.387755102040817,0.0
33,0.0,67.0,1.0,0.0,7.134328358208955,4.0,,118.50434395188239,0.0,
34,0.0,59.0,1.0,0.0,8.305084745762711,16.0,,204.61878770468252,0.0,
35,0.0,59.0,4.0,0.0,9.016949152542374,1.75,,139.20310255673655,1.6875,
36,0.0,63.0,2.0,0.0,7.587301587301587,9.5,,183.76618795666414,72.25,
37,0.0,65.0,1.0,0.0,7.538461538461538,2.0,,140.86390532544377,0.0,
38,0.0,53.0,2.0,0.0,9.150943396226415,2.5,,210.99608401566394,2.25,
39,0.0,57.0,3.0,0.0,7.87719298245614,4.666666666666667,,164.3533394890736,9.555555555555555,
40,0.0,64.0,2.0,0.0,7.328125,12.0,,164.251708984375,16.0,
41,0.0,51.0,0.0,0.0,8.156862745098039,,,402.87735486351403,,
42,0.0,53.0,0.0,0.0,8.0,,,209.0566037735849,,
43,0.0,50.0,4.0,1.0,10.72,10.5,6.0,276.9216,67.25,0.0
44,0.0,56.0,0.0,0.0,7.267857142857143,,,155.98182397959184,,
45,0.0,57.0,1.0,0.0,7.56140350877193,10.0,,123.7199138196368,0.0,
46,0.0,62.0,4.0,0.0,8.661290322580646,5.75,,141.57882414151925,23.1875,
47,0.0,57.0,2.0,0.0,8.403508771929825,2.5,,187.4687596183441,2.25,
48,0.0,67.0,1.0,0.0,6.223880597014926,15.0,,105.03942971708621,0.0,
49,0.0,56.0,0.0,0.0,7.25,,,147.90178571428572,,
0,5.0,65.0,21.0,13.0,7.671086481270882,1.4216341418879372,0.3232417106628418,197.5264528918824,8.177382917475178,0.04973314664672356
1,5.0,71.0,22.0,8.0,7.107470538683603,1.0733007355169817,0.9425368010997772,198.92502742227288,4.227853541752189,2.409109429232592
2,5.0,62.0,17.0,8.0,8.427539945610109,1.289006185663097,0.2840867191553116,199.99079590500503,3.4171458172493447,0.05919036947222067
3,5.0,76.0,14.0,3.0,6.902962939127495,1.867999085358211,0.5298688411712646,175.7202307193537,20.301085587135873,0.1026961942223276
4,5.0,73.0,11.0,1.0,6.817844243898784,1.7882226488806985,0.010311126708984375,122.30163104141118,15.066983831108114,0.0
