simulation,variance,h0,h1,h2,avg_h0,avg_h1,avg_h2,var_h0,var_h1,var_h2
0,0.0,51.0,1.0,0.0,9.882352941176471,20.0,,256.61361014994236,0.0,
1,0.0,53.0,2.0,0.0,9.018867924528301,22.5,,319.3015307938768,462.25,
2,0.0,51.0,3.0,0.0,9.019607843137255,6.666666666666667,,158.6074586697424,16.88888888888889,
3,0.0,59.0,2.0,0.0,8.220338983050848,3.5,,170.44297615627693,2.25,
4,0.0,69.0,1.0,0.0,5.768115942028985,1.0,,139.85927326191978,0.0,
5,0.0,56.0,1.0,0.0,8.5,9.0,,233.75,0.0,
6,0.0,56.0,2.0,0.0,8.303571428571429,8.0,,178.67570153061226,16.0,
7,0.0,61.0,1.0,0.0,6.934426229508197,2.0,,237.60225745767266,0.0,
8,0.0,66.0,2.0,0.0,7.2727272727272725,7.0,,151.44077134986225,25.0,
9,0.0,65.0,1.0,0.0,6.369230769230769,2.0,,194.2636686390533,0.0,
10,0.0,45.0,0.0,0.0,9.066666666666666,,,326.0177777777778,,
11,0.0,62.0,3.0,0.0,7.838709677419355,8.333333333333334,,167.87721123829346,29.555555555555554,
12,0.0,69.0,4.0,0.0,7.304347826086956,3.25,,145.63201008191555,5.1875,
13,0.0,57.0,0.0,0.0,7.649122807017544,,,164.64881502000617,,
14,0.0,61.0,1.0,0.0,7.0,2.0,,163.7704918032787,0.0,
15,0.0,53.0,0.0,0.0,8.283018867924529,,,212.20291918832328,,
16,0.0,66.0,5.0,0.0,7.4393939393939394,2.0,,111.0342056932966,2.4,
17,0.0,65.0,0.0,0.0,6.969230769230769,,,119.13751479289942,,
18,0.0,60.0,2.0,0.0,9.116666666666667,19.0,,198.8697222222222,100.0,
19,0.0,64.0,1.0,0.0,7.328125,1.0,,140.751708984375,0.0,
20,0.0,57.0,2.0,0.0,8.842105263157896,9.5,,203.99261311172666,56.25,
21,0.0,65.0,1.0,0.0,7.153846153846154,2.0,,87.48402366863907,0.0,
22,0.0,63.0,0.0,0.0,8.0,,,200.63492063492063,,
23,0.0,58.0,1.0,0.0,7.517241379310345,3.0,,141.8703923900119,0.0,
24,0.0,52.0,3.0,2.0,10.73076923076923,9.333333333333334,5.0,274.8890532544379,10.888888888888888,4.0
25,0.0,67.0,3.0,0.0,7.462686567164179,1.6666666666666667,,116.27845845399868,0.888888888888889,
26,0.0,60.0,3.0,0.0,7.916666666666667,2.0,,113.57638888888889,0.6666666666666666,
27,0.0,54.0,2.0,0.0,9.166666666666666,11.0,,224.9537037037037,4.0,
28,0.0,60.0,2.0,0.0,8.133333333333333,8.0,,225.08222222222224,49.0,
29,0.0,53.0,2.0,0.0,10.150943396226415,17.5,,247.8640085439658,110.25,
30,0.0,59.0,2.0,0.0,7.983050847457627,10.0,,221.10140764148235,25.0,
31,0.0,68.0,2.0,0.0,6.602941176470588,2.5,,156.6805795847751,0.25,
32,0.0,56.0,1.0,0.0,8.589285714285714,17.0,,217.70631377551018,0.0,
33,0.0,63.0,2.0,1.0,8.19047619047619,22.5,3.0,227.9002267573696,0.25,0.0
34,0.0,53.0,1.0,0.0,9.0,11.0,,264.2641509433962,0.0,
35,0.0,56.0,2.0,0.0,7.892857142857143,8.5,,245.09566326530617,56.25,
36,0.0,61.0,1.0,0.0,7.065573770491803,1.0,,139.7989787691481,0.0,
37,0.0,61.0,2.0,0.0,7.131147540983607,7.5,,307.3598495028219,6.25,
38,0.0,54.0,1.0,0.0,8.851851851851851,1.0,,232.57064471879286,0.0,
39,0.0,62.0,5.0,2.0,8.548387096774194,7.4,2.0,153.6024973985432,65.03999999999999,0.0
40,0.0,62.0,0.0,0.0,7.145161290322581,,,145.67247658688862,,
41,0.0,57.0,2.0,1.0,9.298245614035087,29.0,8.0,239.57771622037552,169.0,0.0
42,0.0,52.0,0.0,0.0,8.51923076923077,,,186.480399408284,,
43,0.0,58.0,0.0,0.0,6.982758620689655,,,217.60315101070157,,
44,0.0,57.0,5.0,1.0,10.75438596491228,10.8,1.0,163.44844567559247,35.36,0.0
45,0.0,60.0,0.0,0.0,7.166666666666667,,,192.57222222222222,,
46,0.0,67.0,3.0,0.0,7.462686567164179,13.0,,141.74114502116285,68.66666666666667,
47,0.0,59.0,4.0,0.0,8.88135593220339,2.0,,240.81643205975297,0.5,
48,0.0,53.0,3.0,0.0,9.660377358490566,5.0,,160.1488074047704,6.0,
49,0.0,68.0,0.0,0.0,6.294117647058823,,,135.00173010380624,,
0,5.0,57.0,14.0,12.0,9.104186412535215,1.781524196267128,0.42661212881406146,243.64654734870845,25.591450904208138,0.04968602912351006
