simulation,variance,h0,h1,h2,avg_h0,avg_h1,avg_h2,var_h0,var_h1,var_h2
0,0.0,77.0,47.0,23.0,23.584415584415584,5.382978723404255,2.4782608695652173,135.67144543767924,17.93843368039837,1.2930056710775046
1,0.0,79.0,30.0,14.0,19.037974683544302,3.933333333333333,2.5,115.42893767024516,6.528888888888888,2.107142857142857
2,0.0,77.0,29.0,8.0,20.727272727272727,4.206896551724138,1.75,156.3801652892562,6.577883472057075,0.6875
3,0.0,74.0,41.0,14.0,22.64864864864865,5.390243902439025,1.5714285714285714,131.2008765522279,10.042831647828672,1.102040816326531
4,0.0,82.0,40.0,17.0,20.402439024390244,4.775,2.0588235294117645,119.92340868530637,9.774375000000001,0.7612456747404845
5,0.0,76.0,33.0,6.0,19.93421052631579,5.03030303030303,1.8333333333333333,112.42988227146819,21.90817263544536,1.4722222222222223
6,0.0,82.0,49.0,15.0,24.23170731707317,4.73469387755102,2.2,134.4219214753123,16.643898375676798,2.026666666666667
7,0.0,80.0,50.0,15.0,21.9125,5.06,1.8,90.00484375,11.6964,0.8266666666666665
8,0.0,78.0,41.0,20.0,21.141025641025642,4.2439024390243905,1.75,127.48011176857334,6.672218917311124,0.6875
9,0.0,82.0,52.0,16.0,21.658536585365855,5.384615384615385,2.25,80.39559785841762,14.236686390532544,2.1875
10,0.0,78.0,46.0,23.0,23.846153846153847,5.130434782608695,1.6956521739130435,118.02761341222879,15.635160680529301,0.7334593572778828
11,0.0,78.0,46.0,20.0,22.41025641025641,5.391304347826087,2.0,113.31886916502299,15.368620037807181,1.4
12,0.0,78.0,49.0,25.0,23.692307692307693,5.612244897959184,2.44,110.82840236686391,13.747605164514788,2.8064
13,0.0,74.0,40.0,22.0,21.87837837837838,5.025,2.3181818181818183,131.13385682980277,12.674375000000001,3.762396694214875
14,0.0,76.0,44.0,29.0,24.13157894736842,5.181818181818182,2.0,180.1668975069252,11.421487603305785,1.103448275862069
15,0.0,81.0,44.0,20.0,20.45679012345679,4.068181818181818,1.55,100.32220698064319,10.427169421487603,0.5475000000000001
16,0.0,73.0,37.0,13.0,23.164383561643834,3.891891891891892,2.0,162.68530681178456,9.880204528853177,1.6923076923076923
17,0.0,88.0,46.0,25.0,21.28409090909091,4.891304347826087,2.0,139.08974690082644,8.575141776937619,1.44
